Measure,Value,Relationship,First Update,Last Update,Treatment,Seed
Resource Transfer Ratio,0.0016483191461492222,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,0.3037719347740225,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,23.602093578955802,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Incidence,8183264.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Source Stockpile,10231392.768627074,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Rate,2.8841906577810276e-06,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Mean Source Stockpile,1.2502826217786782,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Ratio,2.3068256362333325e-06,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,0.5549655163433869,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,30585.996585313533,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Incidence,14745536.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Source Stockpile,19825390.172987953,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Rate,0.0020742546480042186,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Mean Source Stockpile,1.3445011543146315,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Ratio,0.0015403924906085779,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,2.948952171413279,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Incidence,3682304.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Source Stockpile,1692676.766395601,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Rate,8.008443005828087e-07,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Mean Source Stockpile,0.459678713760624,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Ratio,1.7421796602598247e-06,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,0.24972330609073823,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,27169.909542339457,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Incidence,10266256.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Source Stockpile,17756339.255743735,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Rate,0.0026465256216423455,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Mean Source Stockpile,1.7295827471810301,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Ratio,0.0015278148586880655,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,0.6962280652259776,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,30583.047633142116,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Incidence,11063232.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Source Stockpile,18132713.4066188,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Rate,0.0027643863595323784,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Mean Source Stockpile,1.639006883939413,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Ratio,0.0016837828810520113,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,0.7502766939092618,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,30540.521950873248,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Incidence,3281136.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Source Stockpile,5004618.730791598,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Rate,0.009307911025593956,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Mean Source Stockpile,1.525270129245358,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Ratio,0.006065453030952084,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,0.22251724182830654,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,21.872540861229027,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Incidence,3281136.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Source Stockpile,4589378.673616236,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Rate,6.666148815906755e-06,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Mean Source Stockpile,1.3987163816483792,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Resource Transfer Ratio,4.765881870900078e-06,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Relationship Frequency,0.22251724182830654,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1015
Total Resource Shared,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,24365679.5004757,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,1.6524033949432848,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,4034000.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,1951015.573484665,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,0.48364292847909396,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.2735731336805556,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,3229336.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,5267790.365854087,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,1.6312301865938035,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.2190033637152778,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,14745456.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,24365620.48097689,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,1.652415529297764,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.999990234375,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,11219712.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,22641777.735068724,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,2.0180355551968465,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.7608854166666666,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,8286928.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,11498645.921960883,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,1.3875643570163616,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.5619932725694444,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,3525888.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,1723901.7654128585,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,0.4889269782287068,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.23911458333333332,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,10711600.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,22414663.927002437,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,2.092559834852164,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.7264268663194444,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,3229336.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,7599243.212654053,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,2.3531906288642785,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,0.2190033637152778,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,72.0,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,11.191376500195418,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,0.15543578472493635,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,4.8828125e-06,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,0.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Incidence,72.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Source Stockpile,47.82812229145399,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Rate,0.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Mean Source Stockpile,0.6642794762701942,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Resource Transfer Ratio,0.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Relationship Frequency,4.8828125e-06,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1016
Total Resource Shared,257732.17380194642,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,14745344.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,13217521.589891598,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.017478885118037694,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.8963861127886604,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.01912633174273539,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,251600.207075291,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,10720480.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,10100864.016946081,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.023469117714439186,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.9422025895245438,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.02430341236934581,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.7270417021128839,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,85985.12543802166,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,3298504.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,3251605.585592634,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.026067916072868687,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.9857819137380565,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.025762633253335384,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.22369800256948905,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,257732.17380194642,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,14745344.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,13217521.589891598,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.017478885118037694,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.8963861127886604,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.01912633174273539,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,252232.52905949784,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,11168736.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,10369892.744868979,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.022583802594984593,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.9284750525815078,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.023745956911145748,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.7574415354433237,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,114773.1386892955,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,8148336.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,7150796.67326457,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.014085469559588056,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.8775775413856975,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.015796853056240966,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.5526039948610219,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,6131.966726692748,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,4024864.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,3116657.57297037,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.0015235214722019795,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.774351027257162,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.001963618312647352,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.2729582978871161,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,5499.644742487158,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,3576608.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,2847628.845047632,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.001537670536577438,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.7961814224672181,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.0019275839704266948,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.24255846455667632,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,56973.90967465951,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Incidence,3298504.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Source Stockpile,2815119.3310685446,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Rate,0.017272651382159762,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.8534533628179759,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.01983706826311687,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.22369800256948905,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,5.685206490086092,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,23944992.201241348,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,3.855527404843541e-07,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.623873711564219,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,2.3742772987688384e-07,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,2.6215052790155933,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,9628096.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,20673889.85562746,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,2.722766037039507e-07,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,2.1472459202346403,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,1.2680269484400306e-07,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.6529470486111111,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,3.8465762514570407,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,8635744.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,11832736.11298323,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,4.454249977138091e-07,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.3702045953403934,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,3.2507908266415107e-07,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.5856488715277778,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,5.685206490086092,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,13181232.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,22525181.315523125,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,4.313107067750641e-07,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.7088828506715552,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,2.523933093164528e-07,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.8939095052083333,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,2.6215052790155933,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,11201088.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,22099856.65884586,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,2.340402360034662e-07,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.9730098235855178,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,1.1862090367907269e-07,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.7596223958333334,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,3.0637012110704895,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,5117504.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,3271102.3456150107,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,5.986709948972174e-07,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,0.6391987862862464,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,9.365950734406058e-07,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.34705295138888886,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,0.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,782184.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,1076769.6692872164,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,0.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.3766194006617578,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,0.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.053045247395833335,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,1.1015185016064972,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,3054928.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,4950097.760215259,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,3.605710188935704e-07,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.6203647877184861,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,2.2252454594829908e-07,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
