Measure,Value,Relationship,First Update,Last Update,Treatment,Seed
Mean Source Stockpile,0.36882270467383566,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.009067037885060565,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.2876291232638889,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,161199.56831625698,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,8852912.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,3645891.250507563,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.018208649122035438,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.4118296048246682,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.04234192878174068,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.6003765190972222,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,11200.763817118836,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,3894304.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,1442618.9756257467,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.0028761914368058672,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.37044333868792645,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.0077043690584440725,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.26409939236111113,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,66188.1278350099,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,2946344.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,1251364.093852578,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.022464494246092752,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.42471758011032584,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.050235676996721074,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.1998117404513889,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,9858.326619167214,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,10464094.805282502,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0006685605617382279,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.7096418460613676,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0009412230983868569,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,1771.2130456485818,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,6370832.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,3204300.2435495676,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0002780191104785971,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.5029641722697393,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.000552455885537116,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.43204969618055555,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,9298.015524128208,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,2254000.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,1972916.3879514984,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.004125117801299117,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.8752956468285263,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0046907214011890006,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.1528591579861111,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,9857.140880769028,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,14676944.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,10411859.991471162,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0006716071738618767,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.7094024472309196,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0009458269453667765,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.9953439670138889,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,9577.316301272916,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,9008208.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,7612494.496151618,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0010631766386025852,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.8450620252276166,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0012565240182630607,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.610908203125,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,531.1778753923072,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,10237600.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,7061251.360814586,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,5.188499994064109e-05,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.6897369853104816,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,7.521866787629024e-05,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.6942816840277778,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,281.01031789408097,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,5737392.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,2851600.3091297788,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,4.897875513719142e-05,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.49702030280130394,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,9.85350673528394e-05,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.389091796875,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,6528.816409623332,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,4748288.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,3857366.7120668534,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0013749832380898826,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.81236999779012,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0016896979645300157,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.3220138888888889,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,29.13321964637601,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,2254000.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,1429927.0565180343,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,1.2925119630157945e-05,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.6343953223238838,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,2.0373505045438053e-05,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.1528591579861111,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,1558.2971638942997,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,3626480.0,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,3402427.849657522,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.00042969964370251584,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.9382177344580757,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.00045778598874422874,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.24593641493055557,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,1.0745759573329532,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,34328.0,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,15859.568838851308,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,3.130319148604501e-05,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.4620009566199985,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,6.775109491016307e-05,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.0023280164930555556,Propagule Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,0.11116244085169912,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,34328.0,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,36375.24497277101,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,3.238244023878441e-06,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,1.0596377584703744,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,3.055982199555492e-06,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.0023280164930555556,Propagule Child,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,1209.57760870389,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,14745472.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,25585960.232400686,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,8.203044356287069e-05,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,1.7351740407089502,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,4.7272817497413016e-05,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,1.1483611703808805,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,4356080.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,2049504.1903720498,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,2.6362260802852115e-07,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,0.47049278029146613,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,5.603113827898939e-07,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.2954181459908506,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,0.365583448970426,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,8062896.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,11663350.531402705,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,4.534145658959585e-08,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,1.446546071213458,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,3.134463261882088e-08,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.5468048767784442,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,1209.57760870389,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,14745472.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,25585960.232400686,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,8.203044356287069e-05,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,1.7351740407089502,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,4.7272817497413016e-05,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,0.3598638137046844,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,3561104.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,1679732.3221837755,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,1.0105400283302156e-07,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,0.4716886454829108,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,2.1423874021788483e-07,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.24150491757740952,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,1195.2080377837233,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,3341288.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,8125339.929167372,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,0.0003577087751141845,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.4317987342507954,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,0.00014707473943129646,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.22659756161077788,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,1209.2177448901857,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,11184368.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,23906227.910225797,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,0.00010811677020017455,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.137467929365861,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,5.057914566155869e-05,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.7584950824225904,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,984.9346088134103,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,6384640.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,14704030.978351755,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,0.00015426627167912526,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.30303211744934,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,6.697949969202808e-05,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.43298986970373005,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,223.4946387201007,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,4004752.0,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,8832425.06367025,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,5.580736053570875e-05,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.205486148373295,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,2.5303241405417044e-05,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.2715919843054193,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,14.0039874711987,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,3341288.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,5797269.77179896,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,4.191194375102865e-06,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,1.7350404310550183,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,2.415611864592395e-06,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.22659756161077788,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,35.88337289609744,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,25601012.41595039,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,2.4334969683225803e-06,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,1.7361797699619135,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,1.4016368578565568e-06,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,31.338368200201153,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,10501184.0,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,23546381.36826728,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,2.9842699832896133e-06,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,2.242259669792214,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,1.3309190062471754e-06,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.7121571180555556,Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,28.200636888406002,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,8279024.0,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,12194455.462920224,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,3.406275533010413e-06,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,1.4729339428077783,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,2.3125732639818812e-06,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.5614572482638889,Nondirect Cell Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,35.88337289609744,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,14745600.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,25601012.41595039,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,2.4334969683225803e-06,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,1.7361797699619135,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,1.4016368578565568e-06,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,32.07579361302533,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,11210256.0,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,23879615.950937,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,2.8612900198733493e-06,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,2.130157950981405,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,1.3432272358922562e-06,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.760244140625,Related Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,3.4096575491407335,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,3233288.0,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,5593176.087809007,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,1.0545480480367767e-06,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,1.7298725284629786,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,6.096098919559342e-07,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.21927137586805556,Cell Parent,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,4.456654620975664,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,4184416.0,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,2015427.0685151333,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,1.0650601233184425e-06,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,0.48165074134960134,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,2.2112657092630778e-06,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.2837738715277778,Nonchannelmate,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,3.8075792830721813,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,3535344.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,1721396.4650161953,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,1.077003902045227e-06,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,0.48691059908631107,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,2.2119081446009193e-06,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.239755859375,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,4.273078458550723,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,3233288.0,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,7813380.865199349,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,1.321589186781605e-06,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,2.416543427371564,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,5.468920810797988e-07,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.21927137586805556,Cell Child,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,0.08835007492068314,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Incidence,60000.0,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Source Stockpile,39203.97917460545,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Rate,1.4725012486780524e-06,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Mean Source Stockpile,0.6533996529100908,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Resource Transfer Ratio,2.2535946012505868e-06,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Relationship Frequency,0.004069010416666667,Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1030
Total Resource Shared,28.140830984364836,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1031
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1031
