Measure,Value,Relationship,First Update,Last Update,Treatment,Seed
Resource Transfer Rate,0.018520931576843126,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Mean Source Stockpile,0.8905548217781882,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Resource Transfer Ratio,0.020373364385189958,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Relationship Frequency,0.20849808590426916,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1017
Total Resource Shared,5.685206490086092,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,23944992.201241348,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,3.855527404843541e-07,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.623873711564219,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,2.3742772987688384e-07,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,0.7828750403865538,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,4185136.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,9219124.496537136,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,1.8706083634714708e-07,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,2.202825546538305,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,8.491858139023694e-08,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.2838226996527778,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,1.1015185016064972,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,2721480.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,4806597.329753599,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,4.0474980584332686e-07,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,1.7661703667686697,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,2.2916799007795882e-07,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.18456217447916667,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,1.8386302386290423,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,5442960.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,11454765.359094705,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,3.377996969716923e-07,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,2.1045102957021005,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,1.605122310119246e-07,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.36912434895833335,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,3.0637012110704895,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,3544512.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,1845135.5424076577,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,8.643506386973692e-07,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,0.5205612344964998,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,1.6604179224949358e-06,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.24037760416666668,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,0.7371117370225455,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Incidence,2721480.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Source Stockpile,6648168.029342605,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Rate,2.708495881000579e-07,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Mean Source Stockpile,2.442850224636082,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Resource Transfer Ratio,1.1087440209729638e-07,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Relationship Frequency,0.18456217447916667,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1018
Total Resource Shared,266.5621801318637,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Source Stockpile,26609962.66978704,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Rate,1.807740479409883e-05,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Mean Source Stockpile,1.804603588174577,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Ratio,1.0017282369429553e-05,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Resource Shared,96.01702157077415,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Incidence,4556128.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Source Stockpile,10503367.60433246,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Rate,2.1074259013525114e-05,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Mean Source Stockpile,2.305327594907882,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Ratio,9.141462762394596e-06,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Frequency,0.3089822048611111,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Resource Shared,88.27859293209552,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Incidence,3507072.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Source Stockpile,1706837.379150158,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Rate,2.517159411956627e-05,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Mean Source Stockpile,0.4866844419362243,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Ratio,5.1717889722753446e-05,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Frequency,0.23783854166666665,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Resource Shared,15.744935164496013,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Incidence,2949800.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Source Stockpile,8146732.962967586,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Rate,5.337628030543092e-06,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Mean Source Stockpile,2.761791634337103,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Ratio,1.9326648862045593e-06,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Frequency,0.2000461154513889,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Resource Shared,60.26728629845794,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Incidence,5899600.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Source Stockpile,14035800.874395072,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Rate,1.0215486863254786e-05,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Mean Source Stockpile,2.37911059637858,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Ratio,4.293807532726735e-06,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Frequency,0.4000922309027778,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Resource Shared,44.52235113396192,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Incidence,2949800.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Source Stockpile,5889067.911429951,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Rate,1.509334569596648e-05,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Mean Source Stockpile,1.9964295584208933,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Resource Transfer Ratio,7.560112263874115e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Relationship Frequency,0.2000461154513889,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1019
Total Resource Shared,33259.31221171171,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Incidence,14745408.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Source Stockpile,17704227.87715701,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Rate,0.0022555708334222905,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Mean Source Stockpile,1.200660427785858,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Ratio,0.001875085904594551,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Resource Shared,10.033604531270784,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Incidence,4045712.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Source Stockpile,1855461.1401849901,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Rate,2.4800590183559245e-06,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Mean Source Stockpile,0.45862412850568457,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Ratio,5.40757769401432e-06,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Frequency,0.2743709770526526,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Resource Shared,18.443117557133572,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Incidence,4551376.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Source Stockpile,8146693.8755048895,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Rate,4.052206971503469e-06,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Mean Source Stockpile,1.7899408608528256,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Ratio,2.2638724476590053e-06,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Frequency,0.30866395829806814,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Resource Shared,12.16433160924123,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Incidence,2644304.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Source Stockpile,3798357.5054291133,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Rate,4.600201644455868e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Mean Source Stockpile,1.4364299662327453,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Ratio,3.2025138853869163e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Frequency,0.1793306770487463,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Resource Shared,30873.876389466135,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Incidence,5288608.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Source Stockpile,7297793.496620287,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Rate,0.005837807678214406,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Mean Source Stockpile,1.3799081907035438,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Ratio,0.004212754491105629,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Frequency,0.3586613540974926,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Resource Shared,30861.7120578569,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Incidence,2644304.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Source Stockpile,3499435.9911908973,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Rate,0.011671015154784359,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Mean Source Stockpile,1.3233864151742376,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Resource Transfer Ratio,0.00874195737924777,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Relationship Frequency,0.1793306770487463,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1020
Total Resource Shared,0.021793222086947398,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Source Stockpile,24087334.16212569,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Rate,1.4779474614086506e-09,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Mean Source Stockpile,1.6335268935903382,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Ratio,9.047585723079684e-10,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Resource Shared,0.0163367028783618,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Incidence,4147744.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Source Stockpile,2175331.493139105,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Rate,3.938696042562367e-09,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Mean Source Stockpile,0.524461368189335,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Ratio,7.509983102436868e-09,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Frequency,0.2812868923611111,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Resource Shared,0.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Incidence,4219936.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Source Stockpile,9231318.643290415,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Rate,0.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Mean Source Stockpile,2.1875494422878488,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Ratio,0.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Frequency,0.2861827256944444,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Resource Shared,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Incidence,2788688.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Source Stockpile,7083716.508729617,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Rate,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Mean Source Stockpile,2.540161003572152,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Ratio,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Frequency,0.18912000868055556,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Resource Shared,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Incidence,5577376.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Source Stockpile,12078066.684540894,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Rate,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Mean Source Stockpile,2.1655464298159015,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Ratio,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Frequency,0.3782400173611111,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Resource Shared,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Incidence,2788688.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Source Stockpile,4994350.175814444,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Rate,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Mean Source Stockpile,1.790931856060787,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Resource Transfer Ratio,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Relationship Frequency,0.18912000868055556,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1021
Total Resource Shared,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Incidence,14745472.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Source Stockpile,26293655.33102543,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Rate,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Mean Source Stockpile,1.783168102792873,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Ratio,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Resource Shared,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Incidence,2948560.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Source Stockpile,7828050.126438932,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Rate,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Mean Source Stockpile,2.6548722516885976,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Ratio,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Frequency,0.19996375836595803,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Resource Shared,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Incidence,5897120.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Source Stockpile,13478945.769784587,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Rate,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Mean Source Stockpile,2.2856828027553426,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Ratio,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Frequency,0.39992751673191607,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Resource Shared,0.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Incidence,4803904.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Source Stockpile,10864131.150574137,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Rate,0.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Mean Source Stockpile,2.2615212857238896,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Ratio,0.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Frequency,0.3257884183022422,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Resource Shared,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Incidence,3432640.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Source Stockpile,1672828.6305933783,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Rate,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Mean Source Stockpile,0.48733005226105225,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Ratio,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Frequency,0.2327928193821127,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Resource Shared,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Incidence,2948560.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Source Stockpile,5650895.643351425,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Rate,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Mean Source Stockpile,1.9164933538240447,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Resource Transfer Ratio,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Relationship Frequency,0.19996375836595803,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1022
Total Resource Shared,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Relationship Incidence,14744960.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Total Source Stockpile,23744744.907918923,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Resource Transfer Rate,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Mean Source Stockpile,1.610363467104619,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Resource Transfer Ratio,0.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Total Resource Shared,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Relationship Incidence,2749552.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Total Source Stockpile,4872949.406809489,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Resource Transfer Rate,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Mean Source Stockpile,1.7722703214230862,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Resource Transfer Ratio,0.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Relationship Frequency,0.1864740223099961,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Total Resource Shared,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Relationship Incidence,5499104.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Total Source Stockpile,11737639.010971647,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Resource Transfer Rate,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Mean Source Stockpile,2.1344639073877576,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Resource Transfer Ratio,0.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Relationship Frequency,0.3729480446199922,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Total Resource Shared,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
Relationship Incidence,2749552.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-onebig,1023
